tweet_id,created_at,retweet_count,favorite_count,full_text,truncated,expanded_urls
887473957103951883,Wed Jul 19 00:47:34 +0000 2017,16421,64512,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,False,https://twitter.com/dog_rates/status/887473957103951883/photo/1
887343217045368832,Tue Jul 18 16:08:03 +0000 2017,9555,31590,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,False,https://twitter.com/dog_rates/status/887343217045368832/video/1
887101392804085760,Tue Jul 18 00:07:08 +0000 2017,5444,28748,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,False,https://twitter.com/dog_rates/status/887101392804085760/photo/1
886983233522544640,Mon Jul 17 16:17:36 +0000 2017,7002,32785,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,False,https://twitter.com/dog_rates/status/886983233522544640/photo/1
886736880519319552,Sun Jul 16 23:58:41 +0000 2017,2934,11247,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",False,https://twitter.com/dog_rates/status/886736880519319552/photo/1
886680336477933568,Sun Jul 16 20:14:00 +0000 2017,4081,21087,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,False,https://twitter.com/dog_rates/status/886680336477933568/photo/1
886366144734445568,Sat Jul 15 23:25:31 +0000 2017,2893,19841,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,False,https://twitter.com/dog_rates/status/886366144734445568/photo/1
886267009285017600,Sat Jul 15 16:51:35 +0000 2017,4,111,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,False,
886258384151887873,Sat Jul 15 16:17:19 +0000 2017,5765,26271,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,False,https://twitter.com/dog_rates/status/886258384151887873/photo/1
886054160059072513,Sat Jul 15 02:45:48 +0000 2017,100,0,RT @Athletics: 12/10 #BATP https://t.co/WxwJmvjfxo,False,
885984800019947520,Fri Jul 14 22:10:11 +0000 2017,6128,30570,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,False,https://twitter.com/dog_rates/status/885984800019947520/photo/1
885528943205470208,Thu Jul 13 15:58:47 +0000 2017,5832,33728,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,False,https://twitter.com/dog_rates/status/885528943205470208/photo/1
885518971528720385,Thu Jul 13 15:19:09 +0000 2017,3406,19234,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,False,
885311592912609280,Thu Jul 13 01:35:06 +0000 2017,16904,0,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,False,https://twitter.com/dog_rates/status/830583320585068544/photo/1
885167619883638784,Wed Jul 12 16:03:00 +0000 2017,3992,20547,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,False,https://twitter.com/dog_rates/status/885167619883638784/photo/1
884925521741709313,Wed Jul 12 00:01:00 +0000 2017,16515,72374,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",False,https://twitter.com/dog_rates/status/884925521741709313/photo/1
884876753390489601,Tue Jul 11 20:47:12 +0000 2017,5097,26142,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,False,https://twitter.com/dog_rates/status/884876753390489601/photo/1
884562892145688576,Tue Jul 11 00:00:02 +0000 2017,4292,22802,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,False,https://twitter.com/dog_rates/status/884562892145688576/photo/1
884441805382717440,Mon Jul 10 15:58:53 +0000 2017,5200,25428,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",False,https://twitter.com/dog_rates/status/884441805382717440/photo/1
884247878851493888,Mon Jul 10 03:08:17 +0000 2017,18539,68150,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,False,
884162670584377345,Sun Jul 09 21:29:42 +0000 2017,2733,19149,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,False,https://twitter.com/dog_rates/status/884162670584377345/photo/1
883838122936631299,Sun Jul 09 00:00:04 +0000 2017,3137,20516,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,False,https://twitter.com/dog_rates/status/883838122936631299/photo/1
883482846933004288,Sat Jul 08 00:28:19 +0000 2017,9021,43015,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",False,https://twitter.com/dog_rates/status/883482846933004288/photo/1
883360690899218434,Fri Jul 07 16:22:55 +0000 2017,3377,21276,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,False,https://twitter.com/dog_rates/status/883360690899218434/photo/1
883117836046086144,Fri Jul 07 00:17:54 +0000 2017,6059,34815,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",False,https://twitter.com/dog_rates/status/883117836046086144/photo/1
882992080364220416,Thu Jul 06 15:58:11 +0000 2017,3557,22419,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,False,https://twitter.com/dog_rates/status/882992080364220416/photo/1
882762694511734784,Thu Jul 06 00:46:41 +0000 2017,4465,26539,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,False,https://twitter.com/dog_rates/status/882762694511734784/photo/1
882627270321602560,Wed Jul 05 15:48:34 +0000 2017,5549,26276,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,False,https://twitter.com/dog_rates/status/882627270321602560/photo/1
882268110199369728,Tue Jul 04 16:01:23 +0000 2017,10563,42067,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,False,https://twitter.com/dog_rates/status/882268110199369728/photo/1
882045870035918850,Tue Jul 04 01:18:17 +0000 2017,4463,27510,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",False,https://twitter.com/dog_rates/status/882045870035918850/photo/1
881906580714921986,Mon Jul 03 16:04:48 +0000 2017,3105,22836,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,False,https://twitter.com/dog_rates/status/881906580714921986/photo/1
881666595344535552,Mon Jul 03 00:11:11 +0000 2017,9752,47550,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,False,https://twitter.com/dog_rates/status/881666595344535552/photo/1
881633300179243008,Sun Jul 02 21:58:53 +0000 2017,7,118,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,False,
881536004380872706,Sun Jul 02 15:32:16 +0000 2017,14581,46420,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",False,https://twitter.com/dog_rates/status/881536004380872706/video/1
881268444196462592,Sat Jul 01 21:49:04 +0000 2017,4815,21813,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,False,https://twitter.com/dog_rates/status/881268444196462592/photo/1
880935762899988482,Fri Jun 30 23:47:07 +0000 2017,2549,16035,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,False,https://twitter.com/dog_rates/status/880935762899988482/photo/1
880872448815771648,Fri Jun 30 19:35:32 +0000 2017,3496,19982,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,False,https://twitter.com/dog_rates/status/880872448815771648/photo/1
880465832366813184,Thu Jun 29 16:39:47 +0000 2017,5678,26749,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,False,https://twitter.com/dog_rates/status/880465832366813184/photo/1
880221127280381952,Thu Jun 29 00:27:25 +0000 2017,3805,25325,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,False,https://twitter.com/dog_rates/status/880221127280381952/photo/1
880095782870896641,Wed Jun 28 16:09:20 +0000 2017,3965,25924,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,False,https://twitter.com/dog_rates/status/880095782870896641/photo/1
879862464715927552,Wed Jun 28 00:42:13 +0000 2017,3201,21010,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,False,https://twitter.com/dog_rates/status/879862464715927552/photo/1
879674319642796034,Tue Jun 27 12:14:36 +0000 2017,10,297,@RealKentMurphy 14/10 confirmed,False,
879492040517615616,Tue Jun 27 00:10:17 +0000 2017,2910,22050,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,False,https://twitter.com/dog_rates/status/879492040517615616/photo/1
879415818425184262,Mon Jun 26 19:07:24 +0000 2017,40625,99326,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,False,https://twitter.com/dog_rates/status/879415818425184262/video/1
879376492567855104,Mon Jun 26 16:31:08 +0000 2017,2860,15787,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,False,https://twitter.com/dog_rates/status/879376492567855104/photo/1
879130579576475649,Mon Jun 26 00:13:58 +0000 2017,6223,0,RT @dog_rates: This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://…,False,
879050749262655488,Sun Jun 25 18:56:45 +0000 2017,4290,21156,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,False,https://twitter.com/dog_rates/status/879050749262655488/photo/1
879008229531029506,Sun Jun 25 16:07:47 +0000 2017,2453,17856,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,False,https://twitter.com/dog_rates/status/879008229531029506/photo/1
878776093423087618,Sun Jun 25 00:45:22 +0000 2017,3741,18193,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,False,https://twitter.com/dog_rates/status/878776093423087618/photo/1
878604707211726852,Sat Jun 24 13:24:20 +0000 2017,6497,28310,Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,False,
878404777348136964,Sat Jun 24 00:09:53 +0000 2017,1179,0,"RT @dog_rates: Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https:/…",False,
878316110768087041,Fri Jun 23 18:17:33 +0000 2017,6097,0,RT @dog_rates: Meet Terrance. He's being yelled at because he stapled the wrong stuff together. 11/10 hang in there Terrance https://t.co/i…,False,
878281511006478336,Fri Jun 23 16:00:04 +0000 2017,1179,7268,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",False,https://twitter.com/dog_rates/status/878281511006478336/photo/1
878057613040115712,Fri Jun 23 01:10:23 +0000 2017,6223,39572,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,False,https://twitter.com/dog_rates/status/878057613040115712/photo/1
877736472329191424,Thu Jun 22 03:54:17 +0000 2017,17346,74564,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,False,https://twitter.com/dog_rates/status/877736472329191424/photo/1
877611172832227328,Wed Jun 21 19:36:23 +0000 2017,73,0,RT @rachel2195: @dog_rates the boyfriend and his soaking wet pupper h*cking love his new hat 14/10 https://t.co/dJx4Gzc50G,False,https://twitter.com/rachel2195/status/876850772322988033/photo/1
877556246731214848,Wed Jun 21 15:58:08 +0000 2017,3491,21339,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,False,https://twitter.com/dog_rates/status/877556246731214848/photo/1
877316821321428993,Wed Jun 21 00:06:44 +0000 2017,4767,25762,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",False,https://twitter.com/dog_rates/status/877316821321428993/photo/1
877201837425926144,Tue Jun 20 16:29:50 +0000 2017,5115,25481,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,False,https://twitter.com/dog_rates/status/877201837425926144/photo/1
876838120628539392,Mon Jun 19 16:24:33 +0000 2017,3052,19472,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,False,https://twitter.com/dog_rates/status/876838120628539392/photo/1
876537666061221889,Sun Jun 18 20:30:39 +0000 2017,4300,22240,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all https://t.co/8yoc1CNTsu,False,
876484053909872640,Sun Jun 18 16:57:37 +0000 2017,2172,17657,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,False,https://twitter.com/dog_rates/status/876484053909872640/photo/1
876120275196170240,Sat Jun 17 16:52:05 +0000 2017,4282,26322,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",False,https://twitter.com/dog_rates/status/876120275196170240/photo/1
875747767867523072,Fri Jun 16 16:11:53 +0000 2017,3913,23677,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",False,https://twitter.com/dog_rates/status/875747767867523072/photo/1
875144289856114688,Thu Jun 15 00:13:52 +0000 2017,4512,20628,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,False,https://twitter.com/dog_rates/status/875144289856114688/video/1
875097192612077568,Wed Jun 14 21:06:43 +0000 2017,5577,25836,You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone https://t.co/PFp4MghzBW,False,
875021211251597312,Wed Jun 14 16:04:48 +0000 2017,4335,24007,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,False,https://twitter.com/dog_rates/status/875021211251597312/photo/1
874680097055178752,Tue Jun 13 17:29:20 +0000 2017,4249,26169,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,False,https://twitter.com/dog_rates/status/874680097055178752/photo/1
874434818259525634,Tue Jun 13 01:14:41 +0000 2017,13352,0,RT @dog_rates: This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.c…,False,
874296783580663808,Mon Jun 12 16:06:11 +0000 2017,3771,24546,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,False,https://twitter.com/dog_rates/status/874296783580663808/photo/1
874057562936811520,Mon Jun 12 00:15:36 +0000 2017,3657,21406,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",False,https://twitter.com/dog_rates/status/874057562936811520/photo/1
874012996292530176,Sun Jun 11 21:18:31 +0000 2017,9424,32318,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",False,https://twitter.com/dog_rates/status/874012996292530176/photo/1
873580283840344065,Sat Jun 10 16:39:04 +0000 2017,3618,22842,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",False,https://twitter.com/dog_rates/status/873580283840344065/photo/1
873337748698140672,Sat Jun 10 00:35:19 +0000 2017,1470,0,"RT @dog_rates: This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https:/…",False,
873213775632977920,Fri Jun 09 16:22:42 +0000 2017,1470,6757,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",False,https://twitter.com/dog_rates/status/873213775632977920/photo/1
872967104147763200,Fri Jun 09 00:02:31 +0000 2017,4992,25725,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,False,https://twitter.com/dog_rates/status/872967104147763200/photo/1
872820683541237760,Thu Jun 08 14:20:41 +0000 2017,3430,13919,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",False,https://twitter.com/dog_rates/status/872820683541237760/photo/1
872620804844003328,Thu Jun 08 01:06:27 +0000 2017,3358,19556,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,False,https://twitter.com/dog_rates/status/872620804844003328/photo/1
872486979161796608,Wed Jun 07 16:14:40 +0000 2017,8337,38496,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,False,https://twitter.com/dog_rates/status/872486979161796608/photo/1
872122724285648897,Tue Jun 06 16:07:15 +0000 2017,7471,32429,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,False,https://twitter.com/dog_rates/status/872122724285648897/photo/1
871879754684805121,Tue Jun 06 00:01:46 +0000 2017,10146,35524,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,False,https://twitter.com/dog_rates/status/871879754684805121/photo/1
871762521631449091,Mon Jun 05 16:15:56 +0000 2017,3225,19124,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,False,https://twitter.com/dog_rates/status/871762521631449091/photo/1
871515927908634625,Sun Jun 04 23:56:03 +0000 2017,3217,19086,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,False,https://twitter.com/dog_rates/status/871515927908634625/photo/1
871166179821445120,Sun Jun 04 00:46:17 +0000 2017,5285,0,RT @dog_rates: This is Dawn. She's just checking pup on you. Making sure you're doing okay. 12/10 she's here if you need her https://t.co/X…,False,
871102520638267392,Sat Jun 03 20:33:19 +0000 2017,5106,19814,Never doubt a doggo 14/10 https://t.co/AbBLh2FZCH,False,
871032628920680449,Sat Jun 03 15:55:36 +0000 2017,3542,21516,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",False,https://twitter.com/dog_rates/status/871032628920680449/photo/1
870804317367881728,Sat Jun 03 00:48:22 +0000 2017,5729,31855,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 https://t.co/GCD1JccCyi,False,https://twitter.com/dog_rates/status/870804317367881728/photo/1
870726314365509632,Fri Jun 02 19:38:25 +0000 2017,3,115,@ComplicitOwl @ShopWeRateDogs &gt;10/10 is reserved for dogs,False,
870656317836468226,Fri Jun 02 15:00:16 +0000 2017,2452,11708,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",False,https://twitter.com/dog_rates/status/870656317836468226/photo/1
870374049280663552,Thu Jun 01 20:18:38 +0000 2017,24553,78631,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,False,https://twitter.com/dog_rates/status/870374049280663552/photo/1
870308999962521604,Thu Jun 01 16:00:09 +0000 2017,3854,20767,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",False,https://twitter.com/dog_rates/status/870308999962521604/photo/1
